x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,STN_ID
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.1.23,2015-01-23 00:00:00,NS,2015,1,23,-3.3,,-6.2,,-0.3,,0,,,M,,M,3,,31,,41,,0,,21.3,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.1.24,2015-01-24 00:00:00,NS,2015,1,24,4.4,,-0.3,,9.1,,44.2,,,M,,M,2,,15,,72,,0,,13.6,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.1.25,2015-01-25 00:00:00,NS,2015,1,25,0.3,,-8.2,,8.7,,0,,,M,,M,2,,21,,67,,0,,17.7,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.1.26,2015-01-26 00:00:00,NS,2015,1,26,-7.9,,-10.4,,-5.4,,0.2,,,M,,M,2,,5,,43,,0,,25.9,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.1.27,2015-01-27 00:00:00,NS,2015,1,27,-5.6,,-9.4,,-1.8,,17.7,,,M,,M,2,,5,,59,,0,,23.6,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.1.28,2015-01-28 00:00:00,NS,2015,1,28,-2.5,,-8.3,,3.4,,5.7,,,M,,M,8,,32,,50,,0,,20.5,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.1.29,2015-01-29 00:00:00,NS,2015,1,29,-6.1,,-9.4,,-2.8,,0,,,M,,M,8,,0,,0,,0,,24.1,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.1.30,2015-01-30 00:00:00,NS,2015,1,30,-5.7,,-9.8,,-1.6,,0,,,M,,M,8,,0,,0,,0,,23.7,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.1.31,2015-01-31 00:00:00,NS,2015,1,31,0.5,,-4.5,,5.5,,20.5,,,M,,M,,,6,,67,,0,,17.5,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.1,2015-02-01 00:00:00,NS,2015,2,1,-9.3,,-14.1,,-4.5,,0.2,,,M,,M,8,,28,,57,,0,,27.3,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.2,2015-02-02 00:00:00,NS,2015,2,2,-8.5,,-15.5,,-1.4,,31.6,,,M,,M,8,,6,,52,,0,,26.5,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.3,2015-02-03 00:00:00,NS,2015,2,3,-7.2,,-13.1,,-1.2,,2.4,,,M,,M,19,,0,,0,,0,,25.2,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.4,2015-02-04 00:00:00,NS,2015,2,4,-8.3,,-16.8,,0.2,,1,,,M,,M,19,,0,,0,,0,,26.3,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.5,2015-02-05 00:00:00,NS,2015,2,5,-2.7,,-10.1,,4.7,,23.4,,,M,,M,19,,35,,59,,0,,20.7,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.6,2015-02-06 00:00:00,NS,2015,2,6,-11.5,,-14,,-9,,0.4,,,M,,M,17,,35,,56,,0,,29.5,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.7,2015-02-07 00:00:00,NS,2015,2,7,-9.6,,-15.7,,-3.4,,0.3,,,M,,M,18,,24,,35,,0,,27.6,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.8,2015-02-08 00:00:00,NS,2015,2,8,-11.8,,-14.4,,-9.1,,0.9,,,M,,M,18,,2,,35,,0,,29.8,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.9,2015-02-09 00:00:00,NS,2015,2,9,-12.7,,-15.7,,-9.6,,0.2,,,M,,M,,,1,,39,,0,,30.7,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.10,2015-02-10 00:00:00,NS,2015,2,10,-7.7,,-11.4,,-3.9,,2.3,,,M,,M,,,35,,37,,0,,25.7,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.11,2015-02-11 00:00:00,NS,2015,2,11,-11.1,,-13.5,,-8.6,,0,,,M,,M,,,3,,48,,0,,29.1,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.12,2015-02-12 00:00:00,NS,2015,2,12,-6.3,,-11.2,,-1.3,,0.2,,,M,,M,21,,33,,39,,0,,24.3,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.13,2015-02-13 00:00:00,NS,2015,2,13,-10.8,,-14.4,,-7.2,,1.2,,,M,,M,20,,32,,48,,0,,28.8,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.14,2015-02-14 00:00:00,NS,2015,2,14,-10.5,,-15.4,,-5.5,,0.2,,,M,,M,20,,0,,0,,0,,28.5,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.15,2015-02-15 00:00:00,NS,2015,2,15,-3.8,,-11.5,,3.9,,45.8,,,M,,M,21,,4,,78,,0,,21.8,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.16,2015-02-16 00:00:00,NS,2015,2,16,-11.6,,-12.6,,-10.5,,0,,,M,,M,19,,31,,57,,0,,29.6,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.17,2015-02-17 00:00:00,NS,2015,2,17,-8.8,,-12.8,,-4.7,,0,,,M,,M,19,,29,,39,,0,,26.8,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.18,2015-02-18 00:00:00,NS,2015,2,18,-5.8,,-9.3,,-2.3,,0,,,M,,M,19,,0,,0,,0,,23.8,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.19,2015-02-19 00:00:00,NS,2015,2,19,-1.9,,-4.1,,0.3,,14.5,,,M,,M,19,,22,,56,,0,,19.9,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.20,2015-02-20 00:00:00,NS,2015,2,20,-5.6,,-8.8,,-2.4,,0.2,,,M,,M,,,25,,61,,0,,23.6,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.21,2015-02-21 00:00:00,NS,2015,2,21,-6.3,,-11.7,,-0.8,,1.1,,,M,,M,,,28,,41,,0,,24.3,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.22,2015-02-22 00:00:00,NS,2015,2,22,2.1,,-1.7,,5.8,,21.2,,,M,,M,24,,22,,63,,0,,15.9,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.23,2015-02-23 00:00:00,NS,2015,2,23,-8.5,,-17.1,,0.1,,0,,,M,,M,20,,29,,43,,0,,26.5,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.24,2015-02-24 00:00:00,NS,2015,2,24,-13.5,,-20.2,,-6.7,,0.4,,,M,,M,20,,29,,52,,0,,31.5,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.25,2015-02-25 00:00:00,NS,2015,2,25,-2.7,,-9.1,,3.8,,13.7,,,M,,M,20,,10,,63,,0,,20.7,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.26,2015-02-26 00:00:00,NS,2015,2,26,-7.4,,-9.7,,-5.1,,0,,,M,,M,20,,0,,0,,0,,25.4,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.27,2015-02-27 00:00:00,NS,2015,2,27,-8.4,,-11.7,,-5,,0,,,M,,M,20,,0,,0,,0,,26.4,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.2.28,2015-02-28 00:00:00,NS,2015,2,28,-7.2,,-13.2,,-1.1,,0.2,,,M,,M,20,,0,,0,,0,,25.2,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.1,2015-03-01 00:00:00,NS,2015,3,1,-5.6,,-10.7,,-0.5,,0.2,,,M,,M,20,,0,,0,,0,,23.6,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.2,2015-03-02 00:00:00,NS,2015,3,2,-2.1,,-5.6,,1.4,,8.4,,,M,,M,27,,29,,46,,0,,20.1,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.3,2015-03-03 00:00:00,NS,2015,3,3,-8.4,,-11.5,,-5.3,,0.2,,,M,,M,26,,31,,54,,0,,26.4,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.4,2015-03-04 00:00:00,NS,2015,3,4,0.3,,-5.3,,5.8,,8.8,,,M,,M,28,,16,,46,,0,,17.7,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.5,2015-03-05 00:00:00,NS,2015,3,5,-4.5,,-10.5,,1.5,,0,,,M,,M,23,,30,,41,,0,,22.5,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.6,2015-03-06 00:00:00,NS,2015,3,6,-9.6,,-15.1,,-4,,0,,,M,,M,22,,33,,37,,0,,27.6,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.7,2015-03-07 00:00:00,NS,2015,3,7,-5.5,,-10.9,,-0.1,,0,,,M,,M,20,,22,,43,,0,,23.5,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.8,2015-03-08 00:00:00,NS,2015,3,8,-2,,-6,,2,,0,,,M,,M,20,,0,,0,,0,,20,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.9,2015-03-09 00:00:00,NS,2015,3,9,-3.4,,-7.2,,0.4,,0.5,,,M,,M,22,,31,,33,,0,,21.4,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.10,2015-03-10 00:00:00,NS,2015,3,10,-1.4,,-6,,3.2,,0,,,M,,M,23,,23,,32,,0,,19.4,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.11,2015-03-11 00:00:00,NS,2015,3,11,5.2,,0,,10.4,,0.5,,,M,,M,20,,28,,52,,0,,12.8,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.12,2015-03-12 00:00:00,NS,2015,3,12,-4.6,,-9.3,,0.1,,0,,,M,,M,19,,33,,50,,0,,22.6,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.13,2015-03-13 00:00:00,NS,2015,3,13,-9,,-11.7,,-6.3,,0.2,,,M,,M,18,,32,,44,,0,,27,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.14,2015-03-14 00:00:00,NS,2015,3,14,-6,,-12.1,,0.1,,2.6,,,M,,M,18,,9,,39,,0,,24,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.15,2015-03-15 00:00:00,NS,2015,3,15,-1.8,,-4.4,,0.9,,26,,,M,,M,27,,10,,78,,0,,19.8,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.16,2015-03-16 00:00:00,NS,2015,3,16,-4.8,,-6.4,,-3.2,,0,,,M,,M,19,,34,,61,,0,,22.8,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.17,2015-03-17 00:00:00,NS,2015,3,17,-4.3,,-8.7,,0.2,,,M,,M,,M,18,,6,,43,,0,,22.3,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.18,2015-03-18 00:00:00,NS,2015,3,18,-4.7,,-6.9,,-2.4,,23,,,M,,M,51,,30,,63,,0,,22.7,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.19,2015-03-19 00:00:00,NS,2015,3,19,-4.8,,-7.7,,-1.9,,0,,,M,,M,,,32,,52,,0,,22.8,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.20,2015-03-20 00:00:00,NS,2015,3,20,-2.4,,-7.5,,2.7,,0,,,M,,M,42,,0,,0,,0,,20.4,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.21,2015-03-21 00:00:00,NS,2015,3,21,-1.6,,-6.4,,3.3,,7.9,,,M,,M,41,,6,,39,,0,,19.6,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.22,2015-03-22 00:00:00,NS,2015,3,22,-4.4,,-11.2,,2.4,,11.3,,,M,,M,38,,25,,57,,0,,22.4,,,,,,47187
-63.51329722222222,44.62981388888889,SHEARWATER RCS,8205092,8205092.2015.3.23,2015-03-23 00:00:00,NS,2015,3,23,-8.7,,-11.3,,-6.1,,0.2,,,M,,M,,,24,,50,,0,,26.7,,,,,,47187
